Value,Percentile
42.577622507020884, 0.003997621905040161
53.14663668187031, 0.00934394763388946
59.25199333813633, 0.011772152769655264
66.05871855180209, 0.011449926495714635
73.64738384079918, 0.011208256790259385
91.5401633096283, 0.012255492180565986
112.73503059741148, 0.01285161078735575
128.03192188925556, 0.01709392107520369
141.92331620611247, 0.021421678866051952
154.5821317272153, 0.023287671232876672
156.11843888275223, 0.044043114104795666
161.64944995090457, 0.05499255783445567
167.13058170109204, 0.07457235763290004
186.3073271723158, 0.08411668989097199
205.90592242575656, 0.09011341562143804
230.98266094822088, 0.09906022950881721
251.51197672811554, 0.13187048829976256
252.16402451745344, 0.1039892845430006
279.7458268424079, 0.1513766859543747
310.4252858330707, 0.16532993157987674
336.8090489859711, 0.18563560438513138
372.6246962054644, 0.19902589621332534
382.67556740826126, 0.22577997193905763
422.84549189129507, 0.24498765835348235
461.230751121624, 0.2665810585268894
479.9347114153978, 0.2998666086430031
495.6399601173997, 0.32790745505969154
544.5049652995674, 0.3363981644871279
586.491887035664, 0.3577720916566127
648.1878884108943, 0.3675905157684467
717.7211614767307, 0.37805667301239854
742.1423089527051, 0.39802850533759493
805.6664346518967, 0.40601900905673727
821.7543855507897, 0.4168385987888521
849.9434524953429, 0.4499288060035942
874.1292547814396, 0.4741668558742653
953.1093492924017, 0.5293033516374166
955.4678419758053, 0.4860741236534727
1025.079665138623, 0.5419149299702544
1238.5607075063156, 0.5571669736034377
1312.62570688825, 0.5761816802896138
1410.0243981295198, 0.6009505013516215
1486.1361615990804, 0.6176005112809776
1633.548136814993, 0.6301686785741316
1715.9841588709046, 0.6438356164383563
1796.4898952406636, 0.652054794520548
1924.3853205821808, 0.6602739726027398
2028.7499108360632, 0.6730274582271669
2249.331394388759, 0.6772998333771815
2511.273213154747, 0.6869570315277196
2817.297773096651, 0.6977961298083626
3121.3920720416727, 0.7062100513956642
3465.8330597978975, 0.7145144858821453
3879.7405301691592, 0.721475521123595
4315.266559728996, 0.7308047389595865
4833.6953377363525, 0.7408052615329541
5368.721552032661, 0.7534641508663307
5993.926309008786, 0.7646941201158639
6689.451562685355, 0.7729766073019528
7492.925233357411, 0.779167803571974
8262.661698266484, 0.7836320216423813
9325.040742669109, 0.7880105080706317
10348.312367119033, 0.793255259670911
11441.907900211942, 0.8005552191864915
12861.524074828569, 0.8045541298682146
14348.007440177977, 0.8056808282989274
15919.822717089944, 0.8132141085198681
17760.145551799418, 0.8206406569287823
19882.59798306099, 0.8241851459421278
22029.590551524187, 0.8308310628421505
24519.86311554513, 0.8319387156588209
27359.175319007525, 0.8381415714321755
30646.961753504227, 0.8384923281574546
34057.787597895716, 0.842560523195524
38127.11715292014, 0.8491328955360591
42442.46784207196, 0.8513226399505538
47390.17665920347, 0.8555402410601836
52713.8488608326, 0.8574488120673696
59178.71475340803, 0.8588546791039129
65449.199191582324, 0.8618453417089231
73374.73447988788, 0.8657221265672697
82260.00816655482, 0.8680481974822776
90863.79760683236, 0.8705799753489529
100714.62632812632, 0.8724527463297437
112742.48095748105, 0.8761014850199522
125913.5365355273, 0.8820247621144466
140484.96950056232, 0.8829418676633543
156266.6352296264, 0.8852594181720801
174483.3377038099, 0.888791513867197
194231.92736469768, 0.8893492131874786
216160.9261455995, 0.8922688724068049
240139.25474528488, 0.8934390082028771
267725.86960797146, 0.8952112527095499
299542.6934449499, 0.8972902318423776
335055.72007891175, 0.899210163391273
371704.24937148835, 0.9012777819823912
416115.2321844246, 0.902459278320173
466068.6323600617, 0.9031181897393206
518819.7906965361, 0.9057083932490729
576722.2518170007, 0.9074806377557456
643398.6020382448, 0.9113473530430316
722202.5059515008, 0.9116343358182599
799248.6657730935, 0.9162376106122462
893139.51949973, 0.921241595101675
990082.7147870917, 0.9291463268498197
1106510.3737685084, 0.9382904268717484
1238121.3120071064, 0.9391911555358541
1377432.635954563, 0.9435162760580911
1538006.1356689595, 0.9447659356461295
1719351.7990525812, 0.9473561391558819
1908762.5556104998, 0.9518605939436751
2128036.5661915545, 0.9548479000249984
2368594.42239073, 0.9553312394359091
2645047.3138208035, 0.9571034839425818
2973997.946487362, 0.9583693728759195
3287666.8585030707, 0.962198686899266
3665346.0493481634, 0.9642730185377579
4086412.1091603725, 0.9648570536592751
4568149.0293662045, 0.9653202539280645
5079214.1188830035, 0.9670119418662522
5662701.91162796, 0.9677369509826182
6313219.366110677, 0.9693480823523207
7038466.687217262, 0.9695091954892909
7847028.660685784, 0.9705564308795975
8748476.271608097, 0.9712814399959637
9792125.018703006, 0.9695682703061801
10873936.110813562, 0.9726509016602107
12123107.504506176, 0.9730536845026364
13573165.849924646, 0.9717877955692987
15068440.763375709, 0.976034277536586
16799466.673160307, 0.9765176169474967
18729348.63894962, 0.9755854623693117
20880930.761912927, 0.9783704180226546
23083251.99811306, 0.9778640624493194
25953994.728915937, 0.9807065585087231
28935526.663352236, 0.9816732373305446
32259569.751424532, 0.981914907036
35965470.84332419, 0.981914907036
40097096.859913416, 0.9821565767414554
44703354.047475494, 0.983203812131762
49838766.88319073, 0.9836871515426727
55564123.48386867, 0.9839086821060068
61947195.157669395, 0.985137169775405
69063538.61618036, 0.9857010657548009
77315205.4498795, 0.9857547701337909
85842663.70319676, 0.9872316405560182
95704060.60342059, 0.9872316405560182
106698310.84985416, 0.9881177628093545
118955553.88592604, 0.9889233284942057
132620879.25852856, 0.9890038850626909
147856044.0496266, 0.9890038850626909
164841387.60224104, 0.9893261113366314
183777966.20550725, 0.9898900073160273
204889933.00717276, 0.9906150164323934
